date,tournament,series,court,surface,round,bestof,winner,loser,wrank,lrank,comment,b365w,b365l,psw,psl,maxw,maxl,avgw,avgl,avgsrc
2024-12-29,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Vukic A.,Goffin D.,68,52,Completed,2,1.8,2.08,1.83,2.14,1.83,2.03,1.78,file
2024-12-30,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Bonzi B.,Tabilo A.,75,23,Completed,1.67,2.2,1.73,2.22,1.73,2.25,1.67,2.18,file
2024-12-30,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Dimitrov G.,Hanfmann Y.,10,96,Completed,1.14,5.5,1.15,6.43,1.17,6.43,1.14,5.58,file
2024-12-30,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Jarry N.,Navone M.,35,47,Completed,1.36,3.2,1.4,3.16,1.4,3.3,1.36,3.13,file
2024-12-30,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Lehecka J.,Rune H.,28,13,Completed,2.5,1.53,2.55,1.57,2.55,1.57,2.44,1.54,file
2024-12-30,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Michelsen A.,O Connell C.,41,64,Completed,1.44,2.75,1.48,2.85,1.48,2.9,1.43,2.74,file
2024-12-30,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Nishioka Y.,Rinderknech A.,69,59,Completed,1.53,2.5,1.64,2.39,1.65,2.5,1.59,2.36,file
2024-12-30,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Thompson J.,Berrettini M.,26,34,Completed,2.63,1.5,2.47,1.6,2.63,1.6,2.48,1.54,file
2024-12-30,Hong Kong Tennis Open,ATP250,Outdoor,Hard,1st Round,3,Kecmanovic M.,Darderi L.,54,44,Completed,1.3,3.5,1.37,3.36,1.37,3.53,1.32,3.27,file
2024-12-30,Hong Kong Tennis Open,ATP250,Outdoor,Hard,1st Round,3,Marozsan F.,Safiullin R.,58,60,Completed,2.63,1.5,2.44,1.61,2.63,1.61,2.54,1.53,file
2024-12-30,Hong Kong Tennis Open,ATP250,Outdoor,Hard,1st Round,3,Norrie C.,Tien L.,49,122,Completed,1.67,2.2,1.68,2.31,1.74,2.32,1.63,2.22,file
