date,tournament,series,court,surface,round,bestof,winner,loser,wrank,lrank,comment,b365w,b365l,psw,psl,maxw,maxl,avgw,avgl,avgsrc
2007-01-01,Chennai Open,International,Outdoor,Hard,1st Round,3,Benneteau J.,Gabashvili T.,40,114,Completed,1.53,2.37,1.585,2.61,2.36,2.61,1.729,2.228,computed
2007-01-01,Chennai Open,International,Outdoor,Hard,1st Round,3,Galvani S.,Lu Y.H.,109,89,Completed,,,2.3,1.714,2.3,1.714,2.25,1.6613,computed
2007-01-01,Chennai Open,International,Outdoor,Hard,1st Round,3,Karlovic I.,Amritraj P.,98,393,Completed,1.25,3.5,1.278,4.3,1.278,4.3,1.2516,3.862,computed
2007-01-01,Chennai Open,International,Outdoor,Hard,1st Round,3,Kim K.,Greul S.,100,82,Completed,2,1.72,2.08,1.847,2.08,1.9,1.97,1.8243,computed
2007-01-01,Chennai Open,International,Outdoor,Hard,1st Round,3,Mahut N.,Falla A.,66,107,Completed,1.8,1.9,2,1.909,2,2,1.864,1.9138,computed
2007-01-01,Chennai Open,International,Outdoor,Hard,1st Round,3,Malisse X.,Udomchoke D.,37,103,Completed,1.3,3.2,1.426,3.15,1.426,3.35,1.3592,3.11,computed
2007-01-01,Next Generation Adelaide International,International,Outdoor,Hard,Round Robin,3,Guccione C.,Becker B.,153,58,Completed,2.37,1.53,2.56,1.602,2.56,1.65,2.34,1.5964,computed
2007-01-01,Next Generation Adelaide International,International,Outdoor,Hard,Round Robin,3,Jones A.,Hajek J.,200,76,Completed,2,1.72,2,1.909,2.05,1.909,1.986,1.7978,computed
2007-01-01,Next Generation Adelaide International,International,Outdoor,Hard,Round Robin,3,Luczak P.,Hrbaty D.,166,21,Completed,2.87,1.36,3.09,1.437,3.09,1.437,2.866,1.4074,computed
2007-01-01,Next Generation Adelaide International,International,Outdoor,Hard,Round Robin,3,Serra F.,Johansson J.,60,193,Completed,3,1.33,2.92,1.472,3,1.48,2.79,1.4264,computed
2007-01-01,Qatar Exxon Mobil Open,International,Outdoor,Hard,1st Round,3,Baghdatis M.,Kohlschreiber P.,12,62,Completed,1.28,3.25,1.293,4.11,1.33,4.11,1.3046,3.436,computed
2007-01-01,Qatar Exxon Mobil Open,International,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Starace P.,68,83,Completed,1.61,2.2,1.671,2.39,1.73,2.39,1.6662,2.188,computed
2007-01-01,Qatar Exxon Mobil Open,International,Outdoor,Hard,1st Round,3,Monfils G.,Seppi A.,46,74,Completed,1.4,2.75,1.42,3.18,1.45,3.18,1.414,2.876,computed
2007-01-01,Qatar Exxon Mobil Open,International,Outdoor,Hard,1st Round,3,Murray A.,Volandri F.,17,38,Completed,1.12,5.5,1.182,6,1.182,6,1.1584,5.224,computed
2007-01-01,Qatar Exxon Mobil Open,International,Outdoor,Hard,1st Round,3,Ramirez-Hidalgo R.,Khalfan S.,57,1116,Completed,,,1.091,10,1.091,10,1.091,10,computed
2007-01-01,Qatar Exxon Mobil Open,International,Outdoor,Hard,1st Round,3,Rochus C.,Martin A.,78,61,Completed,1.8,1.9,1.885,2.03,1.885,2.03,1.8383,1.9533,computed
2007-01-01,Qatar Exxon Mobil Open,International,Outdoor,Hard,1st Round,3,Soderling R.,Vliegen K.,25,31,Completed,1.57,2.25,1.671,2.39,1.671,2.4,1.6042,2.304,computed
