date,tournament,series,court,surface,round,bestof,winner,loser,wrank,lrank,comment,b365w,b365l,psw,psl,maxw,maxl,avgw,avgl,avgsrc
2009-01-04,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Benneteau J.,Ginepri R.,40,49,Completed,2.1,1.66,,,2.25,1.8,2.102,1.6994,computed
2009-01-04,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Dent T.,Darcis S.,865,59,Completed,2.75,1.4,,,3,1.4,2.875,1.385,computed
2009-01-04,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Gasquet R.,Gicquel M.,23,50,Completed,1.25,3.75,,,1.28,3.81,1.264,3.632,computed
2009-01-04,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Soderling R.,Querrey S.,17,36,Completed,1.44,2.62,,,1.53,2.85,1.472,2.623,computed
2009-01-05,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Melzer J.,Fish M.,32,22,Completed,2.2,1.61,,,2.25,1.67,2.2,1.631,computed
2009-01-05,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Nieminen J.,Baghdatis M.,41,96,Completed,2,1.72,,,2,1.88,1.932,1.816,computed
2009-01-05,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Stepanek R.,Kunitsyn I.,26,45,Completed,1.36,3,,,1.4,3.17,1.378,2.959,computed
2009-01-05,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,Tomic B.,15,764,Completed,1.06,8,,,1.06,11,1.046,9.704,computed
2009-01-05,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Cilic M.,Martin A.,27,99,Completed,1.14,5,,,1.15,6.5,1.13,5.72,computed
2009-01-05,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Dlouhy L.,Soeda G.,180,112,Completed,2.1,1.66,,,2.1,1.75,2.05,1.7114,computed
2009-01-05,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Granollers M.,Lee H.T.,55,115,Completed,2.1,1.66,,,2.2,1.8,2.0918,1.7054,computed
2009-01-05,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Greul S.,Gimeno-Traver D.,125,88,Completed,1.44,2.62,,,1.533,2.62,1.4932,2.5162,computed
2009-01-05,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Phau B.,Ventura S.,118,121,Completed,1.28,3.5,,,1.364,3.5,1.31,3.31,computed
2009-01-05,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Schuettler R.,Amritraj P.,33,206,Completed,1.25,3.75,,,1.32,3.75,1.274,3.61,computed
2009-01-05,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Sela D.,Ramirez-Hidalgo R.,107,119,Completed,1.25,3.75,,,1.3,3.8,1.2772,3.6,computed
2009-01-05,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,3,Devilder N.,Hajji A.,72,N/A,Completed,1.05,9,,,1.07,9.5,1.055,8.5,computed
2009-01-05,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,3,Hanescu V.,Troicki V.,48,56,Completed,2.2,1.61,,,2.2,1.7,2.13,1.668,computed
2009-01-05,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,3,Monfils G.,Hernych J.,13,79,Completed,1.16,4.5,,,1.22,5.2,1.178,4.55,computed
2009-01-05,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,3,Petzschner P.,Chardy J.,66,74,Completed,1.8,1.9,,,1.85,2.1,1.79,1.95,computed
2009-01-05,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,3,Roddick A.,Navarro-Pastor I.,8,73,Completed,1.05,9,,,1.09,11,1.06,8.7,computed
2009-01-05,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,3,Seppi A.,Gremelmayr D.,34,83,Completed,1.4,2.75,,,1.45,2.85,1.426,2.734,computed
