date,tournament,series,court,surface,round,bestof,winner,loser,wrank,lrank,comment,b365w,b365l,psw,psl,maxw,maxl,avgw,avgl,avgsrc
2015-01-05,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,Golubev A.,31,72,Completed,1.28,3.5,1.34,3.5,1.36,3.5,1.32,3.3,file
2015-01-05,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Duckworth J.,Simon G.,125,21,Completed,4.5,1.18,4.67,1.23,4.73,1.23,4.31,1.2,file
2015-01-05,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Kokkinakis T.,Benneteau J.,149,25,Completed,2.62,1.44,2.67,1.53,2.8,1.53,2.62,1.47,file
2015-01-05,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Tomic B.,Querrey S.,53,35,Completed,1.57,2.25,1.65,2.37,1.67,2.37,1.61,2.25,file
2015-01-05,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Coric B.,Haase R.,95,80,Completed,1.72,2,1.75,2.18,1.8,2.25,1.72,2.07,file
2015-01-05,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Haider-Maurer A.,Granollers M.,79,55,Retired,2.75,1.4,2.76,1.5,3,1.5,2.71,1.44,file
2015-01-05,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Muller G.,Roger-Vasselin E.,46,116,Completed,1.66,2.1,1.81,2.1,1.81,2.15,1.73,2.05,file
2015-01-05,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,3,Bolelli S.,Becker B.,52,40,Completed,2.2,1.61,2.16,1.76,2.25,1.76,2.15,1.67,file
2015-01-05,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,3,Brown D.,Lorenzi P.,98,63,Completed,1.53,2.37,1.57,2.55,1.6,2.62,1.54,2.4,file
2015-01-05,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,3,Dodig I.,Safwat M.,89,289,Completed,1.16,5,1.17,5.84,1.19,5.84,1.16,5.05,file
2015-01-05,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,3,Gasquet R.,Andujar P.,26,41,Completed,1.2,4.33,1.24,4.44,1.26,4.84,1.21,4.15,file
2015-01-05,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,3,Karlovic I.,Rosol L.,27,30,Completed,1.44,2.62,1.53,2.65,1.53,2.75,1.49,2.54,file
2015-01-05,Qatar Exxon Mobil Open,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,Gabashvili T.,33,66,Completed,1.4,2.75,1.42,3.09,1.47,3.09,1.41,2.81,file
2015-01-06,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Dolgopolov O.,Berlocq C.,23,71,Completed,1.25,3.75,1.3,3.86,1.3,3.86,1.27,3.61,file
2015-01-06,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Groth S.,Hewitt L.,85,84,Completed,2.75,1.4,3.17,1.4,3.17,1.45,2.83,1.4,file
2015-01-06,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Johnson S.,Matosevic M.,37,77,Completed,2,1.72,2.14,1.78,2.16,1.84,2.03,1.74,file
2015-01-06,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Klizan M.,Melzer J.,34,110,Completed,1.66,2.1,1.74,2.2,1.77,2.3,1.66,2.16,file
2015-01-06,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Kubot L.,Anderson K.,177,16,Completed,3.5,1.28,4.06,1.28,4.06,1.3,3.58,1.28,file
2015-01-06,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Kukushkin M.,Copil M.,69,201,Completed,1.53,2.37,1.48,2.84,1.58,2.84,1.5,2.53,file
2015-01-06,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Millman J.,Williams R.,153,220,Completed,1.4,2.75,1.49,2.8,1.5,2.8,1.44,2.7,file
2015-01-06,Brisbane International,ATP250,Outdoor,Hard,1st Round,3,Nieminen J.,Kudla D.,73,123,Completed,1.66,2.1,1.69,2.29,1.71,2.5,1.65,2.19,file
2015-01-06,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Bedene A.,Lacko L.,156,88,Completed,1.83,1.83,2.05,1.85,2.05,1.9,1.95,1.81,file
2015-01-06,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Berankis R.,Vanni L.,83,148,Completed,1.33,3.25,1.34,3.5,1.36,3.55,1.31,3.32,file
2015-01-06,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Carreno-Busta P.,Gonzalez A.,49,109,Completed,1.5,2.5,1.5,2.76,1.59,2.76,1.52,2.48,file
2015-01-06,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Donskoy E.,36,129,Completed,1.9,1.8,1.94,1.94,2.5,1.94,1.92,1.84,file
2015-01-06,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Gojowczyk P.,Falla A.,102,113,Completed,1.5,2.5,1.53,2.67,1.83,2.67,1.51,2.49,file
2015-01-06,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Ito T.,Ramanathan R.,87,285,Completed,1.36,3,1.37,3.34,1.42,3.34,1.37,2.98,file
2015-01-06,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Lu Y.H.,Devvarman S.,38,136,Completed,1.33,3.25,1.38,3.26,1.4,3.4,1.35,3.1,file
2015-01-06,Chennai Open,ATP250,Outdoor,Hard,1st Round,3,Vesely J.,Prashanth V.,65,557,Completed,1.14,5.5,1.17,5.84,1.18,5.84,1.15,5.07,file
