date,tournament,series,court,surface,round,bestof,winner,loser,wrank,lrank,comment,b365w,b365l,psw,psl,maxw,maxl,avgw,avgl,avgsrc
2005-11-05,BNP Paribas,Masters,Indoor,Carpet,The Final,5,Davydenko N.,Hrbaty D.,5,27,Completed,1.22,4.33,1.274,4.35,1.274,4.35,1.2288,4.236,computed
2006-01-02,Chennai Open,International,Outdoor,Hard,1st Round,3,Amritraj P.,Mello R.,267,111,Completed,3,1.33,3.11,1.433,3.11,1.433,2.9925,1.3782,computed
2006-01-02,Chennai Open,International,Outdoor,Hard,1st Round,3,Ascione T.,Greul S.,96,131,Completed,1.57,2.25,,,1.57,2.25,1.57,2.25,computed
2006-01-02,Chennai Open,International,Outdoor,Hard,1st Round,3,Behrend T.,Daniel M.,89,94,Completed,1.57,2.25,1.606,2.55,1.64,2.55,1.6053,2.3233,computed
2006-01-02,Chennai Open,International,Outdoor,Hard,1st Round,3,Phau B.,Reynolds B.,87,92,Completed,1.72,2,1.82,2.12,1.82,2.12,1.736,2.068,computed
2006-01-02,Chennai Open,International,Outdoor,Hard,1st Round,3,Vanek J.,Uppal V.,99,526,Completed,,,,,,,,,
2006-01-02,Chennai Open,International,Outdoor,Hard,1st Round,3,Vliegen K.,Wang Y.T.,93,100,Completed,1.8,1.9,1.926,1.98,1.926,1.98,1.8412,1.934,computed
2006-01-02,Next Generation Adelaide International,International,Outdoor,Hard,1st Round,3,Ancic M.,Clement A.,21,69,Completed,1.44,2.62,1.549,2.72,1.549,2.75,1.4878,2.612,computed
2006-01-02,Next Generation Adelaide International,International,Outdoor,Hard,1st Round,3,Berdych T.,Calleri A.,24,51,Completed,1.39,2.75,1.446,3.04,1.446,3.1,1.3932,2.936,computed
2006-01-02,Next Generation Adelaide International,International,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Guccione C.,86,156,Completed,1.53,2.37,1.719,2.29,1.719,2.37,1.6178,2.28,computed
2006-01-02,Next Generation Adelaide International,International,Outdoor,Hard,1st Round,3,Malisse X.,Luczak P.,47,146,Completed,1.28,3.25,1.391,3.36,1.391,3.4,1.3202,3.312,computed
2006-01-02,Next Generation Adelaide International,International,Outdoor,Hard,1st Round,3,Robredo T.,Melzer J.,19,52,Completed,1.53,2.37,1.606,2.55,1.606,2.55,1.5592,2.416,computed
2006-01-02,Qatar Exxon Mobil Open,International,Outdoor,Hard,1st Round,3,Baghdatis M.,Sultan-Khalfan A.,55,1497,Completed,1.02,11,1.062,13.11,1.062,13.11,1.041,12.055,computed
2006-01-02,Qatar Exxon Mobil Open,International,Outdoor,Hard,1st Round,3,Haas T.,Wawrinka S.,45,54,Completed,1.28,3.25,1.45,3.02,1.45,3.25,1.38,2.982,computed
2006-01-02,Qatar Exxon Mobil Open,International,Outdoor,Hard,1st Round,3,Henman T.,Gasquet R.,36,16,Completed,2.75,1.39,2.57,1.599,2.75,1.65,2.448,1.5498,computed
2006-01-02,Qatar Exxon Mobil Open,International,Outdoor,Hard,1st Round,3,Lopez F.,Hanescu V.,33,35,Completed,1.57,2.25,1.68,2.37,1.7,2.37,1.656,2.208,computed
2006-01-02,Qatar Exxon Mobil Open,International,Outdoor,Hard,1st Round,3,Monfils G.,Zib T.,30,59,Completed,1.3,3.2,1.294,4.1,1.3,4.1,1.2908,3.55,computed
2006-01-02,Qatar Exxon Mobil Open,International,Outdoor,Hard,1st Round,3,Moodie W.,Mirnyi M.,63,34,Completed,2.25,1.57,2.2,1.769,2.25,1.769,2.2,1.6558,computed
2006-01-02,Qatar Exxon Mobil Open,International,Outdoor,Hard,1st Round,3,Sanguinetti D.,Rochus O.,44,27,Completed,2.5,1.5,3.04,1.446,3.04,1.5,2.686,1.4652,computed
2006-01-02,Qatar Exxon Mobil Open,International,Outdoor,Hard,1st Round,3,Youzhny M.,Bjorkman J.,43,62,Completed,1.36,2.87,1.408,3.25,1.408,3.35,1.3516,3.138,computed
