date,tournament,series,court,surface,round,bestof,winner,loser,wrank,lrank,comment,b365w,b365l,psw,psl,maxw,maxl,avgw,avgl,avgsrc
2022-01-03,Adelaide International 1,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Carballes Baena R.,52,79,Completed,1.66,2.2,1.81,2.1,1.83,2.26,1.7,2.12,file
2022-01-03,Adelaide International 1,ATP250,Outdoor,Hard,1st Round,3,Johnson S.,Vukic A.,85,156,Completed,2,1.8,2.21,1.74,2.3,1.8,2.1,1.72,file
2022-01-03,Adelaide International 1,ATP250,Outdoor,Hard,1st Round,3,Kwon S.W.,Nishioka Y.,53,81,Completed,1.61,2.3,1.7,2.26,1.76,2.5,1.64,2.22,file
2022-01-03,Adelaide International 1,ATP250,Outdoor,Hard,1st Round,3,Monteiro T.,Altmaier D.,89,84,Completed,2.3,1.61,2.49,1.6,2.6,1.62,2.38,1.57,file
2022-01-04,Adelaide International 1,ATP250,Outdoor,Hard,1st Round,3,Cerundolo J.M.,Bolt A.,90,137,Completed,2.75,1.44,2.87,1.47,3.32,1.47,2.89,1.41,file
2022-01-04,Adelaide International 1,ATP250,Outdoor,Hard,1st Round,3,Daniel T.,Musetti L.,125,59,Completed,2,1.8,2.19,1.75,2.25,1.8,2.09,1.73,file
2022-01-04,Adelaide International 1,ATP250,Outdoor,Hard,1st Round,3,Gerasimov E.,Fucsovics M.,113,40,Completed,2.37,1.57,2.91,1.46,2.91,1.57,2.62,1.48,file
2022-01-04,Adelaide International 1,ATP250,Outdoor,Hard,1st Round,3,Kokkinakis T.,Millman J.,171,72,Completed,1.72,2.1,1.8,2.11,1.87,2.15,1.77,2.03,file
2022-01-04,Adelaide International 1,ATP250,Outdoor,Hard,1st Round,3,Mager G.,Cerundolo F.,62,127,Completed,2,1.8,1.94,1.94,2,2.07,1.9,1.88,file
2022-01-04,Adelaide International 1,ATP250,Outdoor,Hard,1st Round,3,Moutet C.,Rune H.,92,103,Completed,2.75,1.44,2.66,1.53,2.81,1.54,2.64,1.47,file
2022-01-04,Adelaide International 1,ATP250,Outdoor,Hard,1st Round,3,Paul T.,Vesely J.,43,83,Completed,1.33,3.4,1.35,3.45,1.35,3.6,1.32,3.35,file
